id,round,image_id,caption,question_id,question,answer_id,answer
424,4,36747,2 horse facing opposite direction eating grass in an open field,1653,what color are the horses,5941,1 is white and 1 is brown
424,5,36747,2 horse facing opposite direction eating grass in an open field,3851,are both horses adults,28231,i think so
424,6,36747,2 horse facing opposite direction eating grass in an open field,9152,can you see a fence,15736,no
424,7,36747,2 horse facing opposite direction eating grass in an open field,25081,can you see the grass,4754,yes
424,8,36747,2 horse facing opposite direction eating grass in an open field,21583,any trees,4754,yes
424,9,36747,2 horse facing opposite direction eating grass in an open field,1946,grass healthy looking,4754,yes
424,10,36747,2 horse facing opposite direction eating grass in an open field,26835,see the sky,4754,yes
425,1,544281,a close up of a red fire hydrant with chinese writing on it,12514,what color is the writing,33403,white
425,2,544281,a close up of a red fire hydrant with chinese writing on it,30187,can you tell what the weather is,34287,i believe it looks sunny enough
425,3,544281,a close up of a red fire hydrant with chinese writing on it,43433,is there grass around the hydrant,29790,not around the fire hydrant
425,4,544281,a close up of a red fire hydrant with chinese writing on it,7467,can you see sidewalk,4754,yes
425,5,544281,a close up of a red fire hydrant with chinese writing on it,26670,are there any people in the image,9673,a few people off in the distance of the photo
425,6,544281,a close up of a red fire hydrant with chinese writing on it,10042,can you see any dogs,15736,no
425,7,544281,a close up of a red fire hydrant with chinese writing on it,34812,is the fire hydrant being used,15736,no
425,8,544281,a close up of a red fire hydrant with chinese writing on it,1947,can you see any buildings,9766,"in the distance, yes"
425,9,544281,a close up of a red fire hydrant with chinese writing on it,251,does it look like it's in america,15736,no
425,10,544281,a close up of a red fire hydrant with chinese writing on it,8059,are the people chinese,4754,yes
426,1,313544,a person is standing on snow on a snowboard,9408,is the person man,4754,yes
426,2,313544,a person is standing on snow on a snowboard,32014,is he young,4754,yes
426,3,313544,a person is standing on snow on a snowboard,16130,what color is his snowboard,8992,not visible
426,4,313544,a person is standing on snow on a snowboard,29024,is he all dressed up for winter,4754,yes
426,5,313544,a person is standing on snow on a snowboard,32853,is he wearing a jacket,4754,yes
426,6,313544,a person is standing on snow on a snowboard,37967,what color,13846,black
426,7,313544,a person is standing on snow on a snowboard,11228,is there a lot of snow,4754,yes
426,8,313544,a person is standing on snow on a snowboard,219,is it day time,4754,yes
426,9,313544,a person is standing on snow on a snowboard,1870,is it sunny,4754,yes
426,10,313544,a person is standing on snow on a snowboard,21771,is he alone,4754,yes
427,1,521552,a pole is covered in signs saying how far some streets are,18581,how many signs are there,2316,there are 3 signs
427,2,521552,a pole is covered in signs saying how far some streets are,36115,what does the first sign say,26902,ingleby village only
427,3,521552,a pole is covered in signs saying how far some streets are,10693,what does the second sign say,20922,swainby 2 and a quarter kilometers i bet
427,4,521552,a pole is covered in signs saying how far some streets are,15062,what does the third sign say,14887,routon 4 and a quarter and welbury 4 and a quarter kilometers
427,5,521552,a pole is covered in signs saying how far some streets are,9360,are there people in the photo,19479,the sign is out in front of a house but i don't see anyone
427,6,521552,a pole is covered in signs saying how far some streets are,19653,what color is the house,16852,it's a nice reddish brick colored house
427,7,521552,a pole is covered in signs saying how far some streets are,43064,is it made of brick or just brick colored,31230,it is made of brick for sure
427,8,521552,a pole is covered in signs saying how far some streets are,41634,does the house look new or old,25433,the house looks pretty new to me
427,9,521552,a pole is covered in signs saying how far some streets are,26568,can you see the roof of the house,27011,i can see part of the roof it looks like a brown tile
427,10,521552,a pole is covered in signs saying how far some streets are,40966,does the house have a chimney,24391,"i do see a chimney, yes"
428,1,519810,a man sitting on a motorcycle with another man wrapping his arm around him,44966,is it day out,32153,it looks like the sun is setting
428,2,519810,a man sitting on a motorcycle with another man wrapping his arm around him,9392,do you see a road,10749,"no, i do not see a road"
428,3,519810,a man sitting on a motorcycle with another man wrapping his arm around him,41015,do you see grass,11285,yes there is grass
428,4,519810,a man sitting on a motorcycle with another man wrapping his arm around him,40049,what kind of motorcycle is it,11619,it is a it is an r 6
428,5,519810,a man sitting on a motorcycle with another man wrapping his arm around him,36348,what is the driver wearing,15249,a black and white leather outfit with black glasses
428,6,519810,a man sitting on a motorcycle with another man wrapping his arm around him,23563,what color hair is the driver's,28855,brown
428,7,519810,a man sitting on a motorcycle with another man wrapping his arm around him,20018,what is the passenger wearing,31796,he is wearing a black leather jacket
428,8,519810,a man sitting on a motorcycle with another man wrapping his arm around him,12372,is he also wearing sunglasses,9501,yes he is
428,9,519810,a man sitting on a motorcycle with another man wrapping his arm around him,13617,do you see trees,32630,yes there is a tree in the background
428,10,519810,a man sitting on a motorcycle with another man wrapping his arm around him,1089,do you see any other people,23251,no just the 2 of them
429,1,107392,a little dog chases after a couple of horses,9367,is the photo in color,4754,yes
429,2,107392,a little dog chases after a couple of horses,16865,is it a professional photo,17773,not sure
429,3,107392,a little dog chases after a couple of horses,43028,is it well lit,4754,yes
429,4,107392,a little dog chases after a couple of horses,12354,is it daytime,4754,yes
429,5,107392,a little dog chases after a couple of horses,22128,what color is the dog,28855,brown
429,6,107392,a little dog chases after a couple of horses,8533,do you know the dog breed,15736,no
429,7,107392,a little dog chases after a couple of horses,41912,how many horses,30034,i think it is a bull
429,8,107392,a little dog chases after a couple of horses,31543,do the horses have saddles,15736,no
429,9,107392,a little dog chases after a couple of horses,29550,do you see horns,15736,no
429,10,107392,a little dog chases after a couple of horses,7109,what color is it,28855,brown
430,1,335022,a polar bear playing with a floating big trash bin in water,17738,is the polar bear in a zoo,24288,i can't tell
430,2,335022,a polar bear playing with a floating big trash bin in water,33730,is it a baby polar bear,21299,"no, it looks grown"
430,3,335022,a polar bear playing with a floating big trash bin in water,37232,does the polar bear have other toys,16568,"no, just the trash can"
430,4,335022,a polar bear playing with a floating big trash bin in water,41493,what is the weather like,24288,i can't tell
430,5,335022,a polar bear playing with a floating big trash bin in water,28124,are there other polar bears,5033,"no, just the 1"
430,6,335022,a polar bear playing with a floating big trash bin in water,7274,is the polar bear close up for far away,16944,he is close-up
430,7,335022,a polar bear playing with a floating big trash bin in water,32035,is it daylight,1774,"yes, it's daylight"
430,8,335022,a polar bear playing with a floating big trash bin in water,44855,what else is in the picture,34678,"just the bear, the trash can, and the water"
430,9,335022,a polar bear playing with a floating big trash bin in water,36351,how deep is the water,12836,"i can't tell, but it is aqua blue"
430,10,335022,a polar bear playing with a floating big trash bin in water,25428,is the polar bear all white or off white colors,25396,he looks a little off-white
431,1,428141,the elephant has just entered the grasslands from the jungle,24570,how big is the elephant,26488,full grown adult
431,2,428141,the elephant has just entered the grasslands from the jungle,18618,is there only 1 elephant present,11901,yes just 1
431,3,428141,the elephant has just entered the grasslands from the jungle,35029,does it have tusks,4754,yes
431,4,428141,the elephant has just entered the grasslands from the jungle,8768,are they really long,12891,approximately 2 feet
431,5,428141,the elephant has just entered the grasslands from the jungle,23825,can you see any other animals,34776,no other animals or people
431,6,428141,the elephant has just entered the grasslands from the jungle,36880,can you see a water source,15736,no
431,7,428141,the elephant has just entered the grasslands from the jungle,219,is it day time,4754,yes
431,8,428141,the elephant has just entered the grasslands from the jungle,21445,can you see clouds in the sky,11706,the sky is not visible
431,9,428141,the elephant has just entered the grasslands from the jungle,25717,do the grasslands look lush,8606,incredibly
431,10,428141,the elephant has just entered the grasslands from the jungle,6365,can you see any mountains in the distance,2600,"there is rising elevation in the background, but i wouldn't identify it as a mountain"
432,1,61472,a toilet seat with the lid up in a small bathroom,20662,what color is the toilet,33403,white
432,2,61472,a toilet seat with the lid up in a small bathroom,23646,is there a toilet seat cover on it,14411,lid is all up
432,3,61472,a toilet seat with the lid up in a small bathroom,30862,do you see toilet paper,15736,no
432,4,61472,a toilet seat with the lid up in a small bathroom,1277,do you see a sink,4754,yes
432,5,61472,a toilet seat with the lid up in a small bathroom,15591,what color is the sink,33403,white
432,6,61472,a toilet seat with the lid up in a small bathroom,30547,what color are the faucets,8537,can't tell
432,7,61472,a toilet seat with the lid up in a small bathroom,23591,is there soap on the sink,15736,no
432,8,61472,a toilet seat with the lid up in a small bathroom,28801,can you see a shower,15736,no
432,9,61472,a toilet seat with the lid up in a small bathroom,32762,can you see hand towels,15736,no
432,10,61472,a toilet seat with the lid up in a small bathroom,6300,what color are the walls,33403,white
433,1,166743,the yankees player is preparing to hit again,37533,what sport is this,33244,baseball
433,2,166743,the yankees player is preparing to hit again,11991,is it in a ball field,4754,yes
433,3,166743,the yankees player is preparing to hit again,12491,are there spectators visible,15736,no
433,4,166743,the yankees player is preparing to hit again,16908,can you see the catcher,15736,no
433,5,166743,the yankees player is preparing to hit again,31511,can you see the thrower,15736,no
433,6,166743,the yankees player is preparing to hit again,5737,what color outfit is he wearing,11658,greyish
433,7,166743,the yankees player is preparing to hit again,34178,does he have a cap on,4754,yes
433,8,166743,the yankees player is preparing to hit again,28651,does he have a player number visible,4754,yes
433,9,166743,the yankees player is preparing to hit again,7581,what number is it,22987,25
433,10,166743,the yankees player is preparing to hit again,36948,what color hair does he have,21752,can't see
434,1,386142,a bedroom with a 4 poster bed and a desk and mirror,31633,are there any people visible,21123,no there are no people in the room
434,2,386142,a bedroom with a 4 poster bed and a desk and mirror,14127,what color is the desk,6594,the desk is brown in color
434,3,386142,a bedroom with a 4 poster bed and a desk and mirror,8947,is the bed made up,25436,the bed is not made up
434,4,386142,a bedroom with a 4 poster bed and a desk and mirror,2599,are there any sheets on it,34357,yes there is a sheet on the bed
434,5,386142,a bedroom with a 4 poster bed and a desk and mirror,1849,what color is the sheet,25554,the sheet is light brown
434,6,386142,a bedroom with a 4 poster bed and a desk and mirror,42072,can you see anything reflected in the mirror,13130,the opposite wall is reflected in the mirror
434,7,386142,a bedroom with a 4 poster bed and a desk and mirror,33293,is there anything on the desk,23169,there is a mirror on the desk
434,8,386142,a bedroom with a 4 poster bed and a desk and mirror,15721,does this image appear to be from a catalog,7241,no the mirror does not seem to be from a catalog
434,9,386142,a bedroom with a 4 poster bed and a desk and mirror,31819,can you see any windows,18203,"yes, there is a window"
434,10,386142,a bedroom with a 4 poster bed and a desk and mirror,19189,is this whole image in someone’s home or from a catalog,8296,the whole image is from someone's home
435,1,578816,a tennis player dressed in white walking on a court,23580,what gender is the player,27311,male
435,2,578816,a tennis player dressed in white walking on a court,25801,is he wearing shorts,4754,yes
435,3,578816,a tennis player dressed in white walking on a court,44541,is he holding anything,9006,a racket
435,4,578816,a tennis player dressed in white walking on a court,27581,is his back turned,27411,no he's walking toward camera
435,5,578816,a tennis player dressed in white walking on a court,19838,can you see any other people,1906,no it is close up
435,6,578816,a tennis player dressed in white walking on a court,37001,is this outdoors,8537,can't tell
435,7,578816,a tennis player dressed in white walking on a court,14307,what color is his shoes,21252,can't see them
435,8,578816,a tennis player dressed in white walking on a court,21392,is he wearing a headband,2786,no a hat on backwards
435,9,578816,a tennis player dressed in white walking on a court,14761,is the man smiling,16996,definitely not
435,10,578816,a tennis player dressed in white walking on a court,35439,what color is his hat,33403,white
436,1,20214,a pink couch is sitting in front of a coffee table and fireplace,10567,does this couch have pillows,4754,yes
436,2,20214,a pink couch is sitting in front of a coffee table and fireplace,23874,are they the same color,4754,yes
436,3,20214,a pink couch is sitting in front of a coffee table and fireplace,23189,is the coffee table a glass table,15736,no
436,4,20214,a pink couch is sitting in front of a coffee table and fireplace,32938,are there items on the table,15736,no
436,5,20214,a pink couch is sitting in front of a coffee table and fireplace,16635,is the fireplace burning,15736,no
436,6,20214,a pink couch is sitting in front of a coffee table and fireplace,1036,are there decorations on the fireplace,15736,no
436,7,20214,a pink couch is sitting in front of a coffee table and fireplace,22248,see other furniture,4754,yes
436,8,20214,a pink couch is sitting in front of a coffee table and fireplace,1857,is there a matching piece,15736,no
436,9,20214,a pink couch is sitting in front of a coffee table and fireplace,11983,see a bookshelf,15736,no
436,10,20214,a pink couch is sitting in front of a coffee table and fireplace,14407,see any pictures,15736,no
437,1,18807,"a breakfast meal of eggs, potatoes, sausage, and bacon are prepared on a white plate with a red tomato for garnish",32682,does this breakfast look like it could be a freezer meal,15736,no
437,2,18807,"a breakfast meal of eggs, potatoes, sausage, and bacon are prepared on a white plate with a red tomato for garnish",28035,what is the setting or environment like,6843,possibly a restaurant
437,3,18807,"a breakfast meal of eggs, potatoes, sausage, and bacon are prepared on a white plate with a red tomato for garnish",38830,are the tomatoes fresh looking,4754,yes
437,4,18807,"a breakfast meal of eggs, potatoes, sausage, and bacon are prepared on a white plate with a red tomato for garnish",19368,what is the shape of the plate,4903,round
437,5,18807,"a breakfast meal of eggs, potatoes, sausage, and bacon are prepared on a white plate with a red tomato for garnish",20812,what type of sausage is it,11008,a sausage link
437,6,18807,"a breakfast meal of eggs, potatoes, sausage, and bacon are prepared on a white plate with a red tomato for garnish",10807,which type of food is the most prominent in the meal,7939,the bacon
437,7,18807,"a breakfast meal of eggs, potatoes, sausage, and bacon are prepared on a white plate with a red tomato for garnish",42496,is the bacon well done or limp looking,4314,well done very crisp
437,8,18807,"a breakfast meal of eggs, potatoes, sausage, and bacon are prepared on a white plate with a red tomato for garnish",33500,about how many eggs are there,30980,1 maybe 2 hard to tell
437,9,18807,"a breakfast meal of eggs, potatoes, sausage, and bacon are prepared on a white plate with a red tomato for garnish",1956,is this a morning setting,4754,yes
437,10,18807,"a breakfast meal of eggs, potatoes, sausage, and bacon are prepared on a white plate with a red tomato for garnish",15626,how bright is the lighting,26367,normal for a restaurant
438,1,72038,big blue recliner chair next to a desk in an office,36462,is there anyone in the photo,15736,no
438,2,72038,big blue recliner chair next to a desk in an office,12354,is it daytime,31395,i can't tell it is windowless
438,3,72038,big blue recliner chair next to a desk in an office,2875,is the recliner new looking,22409,it looks gently used
438,4,72038,big blue recliner chair next to a desk in an office,43256,is there a computer,26744,there is a laptop
438,5,72038,big blue recliner chair next to a desk in an office,13769,is it turned on,15736,no
438,6,72038,big blue recliner chair next to a desk in an office,31889,is it closed,7563,it is open but off
438,7,72038,big blue recliner chair next to a desk in an office,12898,is there a window,23337,"there is a window, but it is either a window for customers or it is very shaded so that you cannot see outside"
438,8,72038,big blue recliner chair next to a desk in an office,35021,is the floor visible,4754,yes
438,9,72038,big blue recliner chair next to a desk in an office,3542,is the ceiling visible,4754,yes
438,10,72038,big blue recliner chair next to a desk in an office,7109,what color is it,4416,white paneling
439,1,113124,a flock of birds resting in a parking lot,29011,are there cars in the lot,11255,"yes, i see 2"
439,2,113124,a flock of birds resting in a parking lot,29666,is there food on the ground for the birds,5431,doesn't seem so
439,3,113124,a flock of birds resting in a parking lot,44477,what color is the car on the left,13846,black
439,4,113124,a flock of birds resting in a parking lot,18646,are the birds eating at the ground,5884,looks like they're just sitting there
439,5,113124,a flock of birds resting in a parking lot,10673,what color is the other car,24108,also black
439,6,113124,a flock of birds resting in a parking lot,44794,are any of the birds flapping their wings,16447,"no, they're all just sitting there"
439,7,113124,a flock of birds resting in a parking lot,34485,is the lot paved,4754,yes
439,8,113124,a flock of birds resting in a parking lot,41493,what is the weather like,12987,i can't see the sky
439,9,113124,a flock of birds resting in a parking lot,22658,about how many birds are there,11001,there are 8
439,10,113124,a flock of birds resting in a parking lot,26265,are there trees,10310,not in sight
440,1,164400,a corner window in a bathroom with things neatly placed on the counter and 2 small shelves,6350,what is on the counter,23943,"a jar of what looks like cereal, a coffee pot and i think powdered milk"
440,2,164400,a corner window in a bathroom with things neatly placed on the counter and 2 small shelves,38163,what is on the shelf,19318,"empty baby bottles 1 one, fake grass and a tray on the other"
440,3,164400,a corner window in a bathroom with things neatly placed on the counter and 2 small shelves,43672,can you see anything outside the window,19733,no i can't
440,4,164400,a corner window in a bathroom with things neatly placed on the counter and 2 small shelves,22266,what color is the counter,8627,yellow
440,5,164400,a corner window in a bathroom with things neatly placed on the counter and 2 small shelves,4926,what color are the shelves,33403,white
440,6,164400,a corner window in a bathroom with things neatly placed on the counter and 2 small shelves,11536,can you see the floor,15736,no
440,7,164400,a corner window in a bathroom with things neatly placed on the counter and 2 small shelves,34114,what color are the bottles,8053,clear and yellow 1 is blue
440,8,164400,a corner window in a bathroom with things neatly placed on the counter and 2 small shelves,38040,are there any people,32559,no people
440,9,164400,a corner window in a bathroom with things neatly placed on the counter and 2 small shelves,44912,is the light on,16507,i can't see a light
440,10,164400,a corner window in a bathroom with things neatly placed on the counter and 2 small shelves,24539,is there a sink,16802,i can't see a sink
441,1,505558,a dad takes of picture of him and his 2 sons brushing their teeth,26018,is this in a bathroom,4754,yes
441,2,505558,a dad takes of picture of him and his 2 sons brushing their teeth,37376,how old does the dad look,23283,30s
441,3,505558,a dad takes of picture of him and his 2 sons brushing their teeth,31770,how old do the children look,12714,2-3
441,4,505558,a dad takes of picture of him and his 2 sons brushing their teeth,5618,what color are the toothbrushes,17452,white with purple or green accents
441,5,505558,a dad takes of picture of him and his 2 sons brushing their teeth,7815,can you see the sink,15736,no
441,6,505558,a dad takes of picture of him and his 2 sons brushing their teeth,33422,can you see the faucet,15736,no
441,7,505558,a dad takes of picture of him and his 2 sons brushing their teeth,35097,can you see a shower or bath,15736,no
441,8,505558,a dad takes of picture of him and his 2 sons brushing their teeth,33806,is the photo bright,4754,yes
441,9,505558,a dad takes of picture of him and his 2 sons brushing their teeth,44204,are the children in pajamas,23077,not sure only shirts are visible
441,10,505558,a dad takes of picture of him and his 2 sons brushing their teeth,40313,can you see the counter,4754,yes
442,1,1556,a young boy posing for a photograph in cowboy boots,11771,is the boy a teenager,15736,no
442,2,1556,a young boy posing for a photograph in cowboy boots,20992,is he wearing a cowboy hat,15736,no
442,3,1556,a young boy posing for a photograph in cowboy boots,33814,how old does he look,29169,3
442,4,1556,a young boy posing for a photograph in cowboy boots,27163,what color boots is he wearing,13846,black
442,5,1556,a young boy posing for a photograph in cowboy boots,26195,is he standing or sitting,10380,standing
442,6,1556,a young boy posing for a photograph in cowboy boots,309,is he smiling whilst posing,15180,not really
442,7,1556,a young boy posing for a photograph in cowboy boots,34395,does he look good,4754,yes
442,8,1556,a young boy posing for a photograph in cowboy boots,21771,is he alone,4754,yes
442,9,1556,a young boy posing for a photograph in cowboy boots,37001,is this outdoors,4754,yes
442,10,1556,a young boy posing for a photograph in cowboy boots,1870,is it sunny,17773,not sure
443,1,137599,a brick tower with clock faces and stain glass windows stretches high into the sky,38313,are there any other buildings other than the brick tower,15736,no
443,2,137599,a brick tower with clock faces and stain glass windows stretches high into the sky,31964,how many clock faces are there,9421,2
443,3,137599,a brick tower with clock faces and stain glass windows stretches high into the sky,38684,do they both read the same time,4754,yes
443,4,137599,a brick tower with clock faces and stain glass windows stretches high into the sky,16193,what time do the read,9104,about 12:40
443,5,137599,a brick tower with clock faces and stain glass windows stretches high into the sky,34169,is it day,16643,it is daytime
443,6,137599,a brick tower with clock faces and stain glass windows stretches high into the sky,38040,are there any people,15736,no
443,7,137599,a brick tower with clock faces and stain glass windows stretches high into the sky,22018,how many stain glass windows are there,16239,at least 8
443,8,137599,a brick tower with clock faces and stain glass windows stretches high into the sky,10577,do they all have the same design,15004,"i think so, but they are small i can't see much of them"
443,9,137599,a brick tower with clock faces and stain glass windows stretches high into the sky,20141,what color are the windows,21341,multicolored
443,10,137599,a brick tower with clock faces and stain glass windows stretches high into the sky,44742,is the sky blue,4754,yes
444,1,546316,a train is coming along a wintery track with a gust of smoke,29816,are there people in the image,15736,no
444,2,546316,a train is coming along a wintery track with a gust of smoke,18170,is the train outside,4754,yes
444,3,546316,a train is coming along a wintery track with a gust of smoke,14317,it is day or night,32253,day
444,4,546316,a train is coming along a wintery track with a gust of smoke,26945,is the train a passenger train,29956,yes i think so
444,5,546316,a train is coming along a wintery track with a gust of smoke,81,are there trees nearby,4754,yes
444,6,546316,a train is coming along a wintery track with a gust of smoke,42362,is it snowy,12568,no but there is snow on the ground
444,7,546316,a train is coming along a wintery track with a gust of smoke,6664,are there any animals in the picture,15736,no
444,8,546316,a train is coming along a wintery track with a gust of smoke,27062,is there any ice on the train,17607,on but there is some on the track
444,9,546316,a train is coming along a wintery track with a gust of smoke,8301,what color is the smoke,33403,white
444,10,546316,a train is coming along a wintery track with a gust of smoke,26299,what color is the train,13846,black
445,1,244068,a young man sitting at a wooden desk working,33814,how old does he look,28245,only see top of head and desk i would say 20's somewhere
445,2,244068,a young man sitting at a wooden desk working,16312,is this in a house,19421,no in library
445,3,244068,a young man sitting at a wooden desk working,17804,is this in color,25617,yes it is in color
445,4,244068,a young man sitting at a wooden desk working,18763,can you see books,28858,no books photo has name on it
445,5,244068,a young man sitting at a wooden desk working,43729,what is the name,9270,clemson libraries
445,6,244068,a young man sitting at a wooden desk working,14395,is it an advertisement,12517,yes it is
445,7,244068,a young man sitting at a wooden desk working,7061,can you see other people,23765,no other people just him at desk with computer
445,8,244068,a young man sitting at a wooden desk working,2557,what color hair goes the man have,34733,brown hair
445,9,244068,a young man sitting at a wooden desk working,11259,can you see the computer screen,6551,no just the keyboard
445,10,244068,a young man sitting at a wooden desk working,28221,what color is the keyboard,19155,it is silver casing and black keyboard keys
446,1,512029,a boy and 2 men in business suits stand in front of an elephant for a quick pic,12426,is this picture in color,4754,yes
446,2,512029,a boy and 2 men in business suits stand in front of an elephant for a quick pic,8103,are both men in suits,4754,yes
446,3,512029,a boy and 2 men in business suits stand in front of an elephant for a quick pic,15750,how is the boy dressed,4754,yes
446,4,512029,a boy and 2 men in business suits stand in front of an elephant for a quick pic,15750,how is the boy dressed,27287,hoodie
446,5,512029,a boy and 2 men in business suits stand in front of an elephant for a quick pic,14466,how old do you think the men are,6609,40s
446,6,512029,a boy and 2 men in business suits stand in front of an elephant for a quick pic,35704,how old do you think the boy is,22537,13
446,7,512029,a boy and 2 men in business suits stand in front of an elephant for a quick pic,4389,how many elephants are there pictured here,24610,1
446,8,512029,a boy and 2 men in business suits stand in front of an elephant for a quick pic,8612,is the elephant tame,8478,looks like it is
446,9,512029,a boy and 2 men in business suits stand in front of an elephant for a quick pic,24953,is it sunny outside,15736,no
446,10,512029,a boy and 2 men in business suits stand in front of an elephant for a quick pic,13161,is the elephant wearing a saddle for people to ride,15736,no
447,1,274049,2 zebras out of focus behind a fence,26576,are the zebras in a zoo,28231,i think so
447,2,274049,2 zebras out of focus behind a fence,42697,are their stripes white or black,12514,"depends on how you look at them could be white or black,"
447,3,274049,2 zebras out of focus behind a fence,5567,do they look healthy,4754,yes
447,4,274049,2 zebras out of focus behind a fence,35628,are they grazing,11288,does not look like it hard to tell
447,5,274049,2 zebras out of focus behind a fence,38320,could they be in wild,15736,no
447,6,274049,2 zebras out of focus behind a fence,418,do you see a fence,4754,yes
447,7,274049,2 zebras out of focus behind a fence,6774,are they looking at the camera,15736,no
447,8,274049,2 zebras out of focus behind a fence,7949,do you see any water,15736,no
447,9,274049,2 zebras out of focus behind a fence,33442,see any birds,15736,no
447,10,274049,2 zebras out of focus behind a fence,1870,is it sunny,27461,looks like it is yes
448,1,40326,some birds stand on a roof on a sunny day,8905,how many birds,7941,9
448,2,40326,some birds stand on a roof on a sunny day,40580,is it the roof of a house or building,31737,house
448,3,40326,some birds stand on a roof on a sunny day,15793,are they all the same,4754,yes
448,4,40326,some birds stand on a roof on a sunny day,11882,what color are the birds,26018,gray and brown
448,5,40326,some birds stand on a roof on a sunny day,1795,what color is the roof,13846,black
448,6,40326,some birds stand on a roof on a sunny day,32110,are other houses visible,15736,no
448,7,40326,some birds stand on a roof on a sunny day,21696,are the birds facing the camera,16519,some are
448,8,40326,some birds stand on a roof on a sunny day,2327,are any birds flying,15736,no
448,9,40326,some birds stand on a roof on a sunny day,13380,are there any clouds,4133,i can't see any
448,10,40326,some birds stand on a roof on a sunny day,14381,are the birds on the edge of the roof,15736,no
449,1,163958,a woman smiling while eating a breakfast of pancakes,3106,is there anyone with the woman,15736,no
449,2,163958,a woman smiling while eating a breakfast of pancakes,14612,how old does she appear to be,6609,40s
449,3,163958,a woman smiling while eating a breakfast of pancakes,11100,what color is her hair,28855,brown
449,4,163958,a woman smiling while eating a breakfast of pancakes,19625,what is she wearing,7937,shirt
449,5,163958,a woman smiling while eating a breakfast of pancakes,7671,does she look happy,4754,yes
449,6,163958,a woman smiling while eating a breakfast of pancakes,16085,is she at a restaurant,4754,yes
449,7,163958,a woman smiling while eating a breakfast of pancakes,37417,did she just start eating,4754,yes
449,8,163958,a woman smiling while eating a breakfast of pancakes,33535,is it very well lit inside,4754,yes
449,9,163958,a woman smiling while eating a breakfast of pancakes,11676,what color is her table,30023,white and black
449,10,163958,a woman smiling while eating a breakfast of pancakes,6300,what color are the walls,10995,green
450,1,549046,beef and broccoli on a blue-trimmed white plate sitting on a wooden board,38040,are there any people,32559,no people
450,2,549046,beef and broccoli on a blue-trimmed white plate sitting on a wooden board,43330,is this in a restaurant,9175,i would say no because of the spice jars
450,3,549046,beef and broccoli on a blue-trimmed white plate sitting on a wooden board,23257,is the beef and broccoli separate or together,29024,it is all together
450,4,549046,beef and broccoli on a blue-trimmed white plate sitting on a wooden board,34123,is the broccoli in small pieces,33167,no large pieces
450,5,549046,beef and broccoli on a blue-trimmed white plate sitting on a wooden board,33519,are there noodles or some other kind of food,6806,no just the beef broccoli and sauce
450,6,549046,beef and broccoli on a blue-trimmed white plate sitting on a wooden board,33101,do you see silverware,9103,no silverware i sight just spice jars and board
450,7,549046,beef and broccoli on a blue-trimmed white plate sitting on a wooden board,20834,is the wooden board on a table,9158,yes it is on a table
450,8,549046,beef and broccoli on a blue-trimmed white plate sitting on a wooden board,40307,can you tell what type of spices,33056,no there are labels on all of them but can't read them handwritten
450,9,549046,beef and broccoli on a blue-trimmed white plate sitting on a wooden board,21463,what color is the table,23797,the table is dark brown
450,10,549046,beef and broccoli on a blue-trimmed white plate sitting on a wooden board,1063,does the plate have flowers on it or just trim,18932,just trim
451,1,241071,the girl with the glasses shelters from the cold under the umbrella with her winter coat and hat,41962,are there other people with her,27501,0 i can see
451,2,241071,the girl with the glasses shelters from the cold under the umbrella with her winter coat and hat,11100,what color is her hair,15942,brownish red
451,3,241071,the girl with the glasses shelters from the cold under the umbrella with her winter coat and hat,4514,what color is the umbrella,23238,it is purple and pink
451,4,241071,the girl with the glasses shelters from the cold under the umbrella with her winter coat and hat,31865,what color is her coat and hat,3491,gray and black and the hat is gray
451,5,241071,the girl with the glasses shelters from the cold under the umbrella with her winter coat and hat,1749,is it raining or snowing,33116,looks to be sleeping if anything
451,6,241071,the girl with the glasses shelters from the cold under the umbrella with her winter coat and hat,33111,does it look windy,27030,not very windy
451,7,241071,the girl with the glasses shelters from the cold under the umbrella with her winter coat and hat,32260,how old does she seem to be,2321,she looks to be about mid twenties
451,8,241071,the girl with the glasses shelters from the cold under the umbrella with her winter coat and hat,1448,is she on a city street,13415,she is on a city street
451,9,241071,the girl with the glasses shelters from the cold under the umbrella with her winter coat and hat,21005,can you see buildings,20192,yes a whole street of buildings
451,10,241071,the girl with the glasses shelters from the cold under the umbrella with her winter coat and hat,36808,is there traffic,4886,0
452,1,145459,a red fire hydrant appears out of place as it sits in a grassy area with woods nearby,14945,color pic,4754,yes
452,2,145459,a red fire hydrant appears out of place as it sits in a grassy area with woods nearby,34059,any people,15736,no
452,3,145459,a red fire hydrant appears out of place as it sits in a grassy area with woods nearby,38902,is there a truck,15736,no
452,4,145459,a red fire hydrant appears out of place as it sits in a grassy area with woods nearby,28321,are the trees blue,15736,no
452,5,145459,a red fire hydrant appears out of place as it sits in a grassy area with woods nearby,7885,are the trees red,15736,no
452,6,145459,a red fire hydrant appears out of place as it sits in a grassy area with woods nearby,18317,are the trees yellow,15736,no
452,7,145459,a red fire hydrant appears out of place as it sits in a grassy area with woods nearby,19071,is the grass red,15736,no
452,8,145459,a red fire hydrant appears out of place as it sits in a grassy area with woods nearby,34664,is the grass blue,15736,no
452,9,145459,a red fire hydrant appears out of place as it sits in a grassy area with woods nearby,32981,is the grass orange,15736,no
